package,variety_a,variety_b,variety_c,district,village,planting_date,lon,lat,characteristic,best,worst,overall_vs_local,var_a,var_b,var_c,yield,best_yield,worst_yield,project,season,year,crop,country,variety_d,rank_variety_a,rank_variety_b,rank_variety_c,rank_variety_d,GDD,GDD_veg,GDD_flo,GDD_gra,maxDT_VEG,minDT_VEG,maxNT_VEG,minNT_VEG,SU_VEG,TR_VEG,DTR_VEG,maxDTR_VEG,sdDTR_VEG,MLDS_VEG,MLWS_VEG,R5mm_VEG,R10mm_VEG,R20mm_VEG,SDII_VEG,Rx1day_VEG,Rx5day_VEG,Rtotal_VEG,maxDT_FLO,minDT_FLO,maxNT_FLO,minNT_FLO,SU_FLO,TR_FLO,DTR_FLO,maxDTR_FLO,sdDTR_FLO,MLDS_FLO,MLWS_FLO,R5mm_FLO,R10mm_FLO,R20mm_FLO,SDII_FLO,Rx1day_FLO,Rx5day_FLO,Rtotal_FLO,maxDT_GRA,minDT_GRA,maxNT_GRA,minNT_GRA,SU_GRA,TR_GRA,DTR_GRA,maxDTR_GRA,sdDTR_GRA,MLDS_GRA,MLWS_GRA,R5mm_GRA,R10mm_GRA,R20mm_GRA,SDII_GRA,Rx1day_GRA,Rx5day_GRA,Rtotal_GRA,maxDT_FLO_acc,minDT_FLO_acc,maxNT_FLO_acc,minNT_FLO_acc,SU_FLO_acc,TR_FLO_acc,DTR_FLO_acc,maxDTR_FLO_acc,sdDTR_FLO_acc,MLDS_FLO_acc,MLWS_FLO_acc,R5mm_FLO_acc,R10mm_FLO_acc,R20mm_FLO_acc,SDII_FLO_acc,Rx1day_FLO_acc,Rx5day_FLO_acc,Rtotal_FLO_acc,maxDT_GRA_acc,minDT_GRA_acc,maxNT_GRA_acc,minNT_GRA_acc,SU_GRA_acc,TR_GRA_acc,DTR_GRA_acc,maxDTR_GRA_acc,sdDTR_GRA_acc,MLDS_GRA_acc,MLWS_GRA_acc,R5mm_GRA_acc,R10mm_GRA_acc,R20mm_GRA_acc,SDII_GRA_acc,Rx1day_GRA_acc,Rx5day_GRA_acc,Rtotal_GRA_acc,soil,xy,yx,planting_day
paquete 283,BRT 103-182,SJC 730-79,INTA Ferroso,Jinotega,Los Robles,16772,-86.00097656,13.08432726,Overall_performance-(A/B/C),A,C,Overall_performance_VS_Local-(Best/Worse),Better,Worse,Worse,Yield-(A/B/C),A,C,nic_apante_2015,Ap15,2015,commonbean,NIC,NA,NA,NA,NA,NA,73,24,28,22,27.659899291309255,27.171268183513636,16.524927265945564,16.311391271913468,0,0,10.958337119799262,11.335919433047383,0.27607920276491754,10,3,3,1,0,1.4631853103637695,10.153568267822266,23.570786952972412,36.57963275909424,29.74512868332703,27.68507646400602,16.329015292801234,15.752804923536052,0,0,12.622788345973689,13.93960462513978,0.7421715065253794,11,1,2,0,0,0.4313020212896939,7.237651824951172,7.237651824951172,12.507758617401123,31.818616187989544,30.03214845207011,15.800488623647905,15.735303991048138,20,0,15.184524431182368,16.083312196941407,0.5228584772275099,6,1,2,1,0,1.035439796447754,11.703580856323242,11.703580856323242,25.885994911193848,29.74512868332703,27.171268183513636,16.524927265945564,15.752804923536052,0,0,11.864893845579989,13.93960462513978,1.0079344349835813,16,3,5,1,0,0.9090257662313955,10.153568267822266,23.570786952972412,49.08739137649536,31.818616187989544,27.171268183513636,16.524927265945564,15.735303991048138,20,0,12.831279058160955,16.083312196941407,1.748462976985957,16,3,7,2,0,0.986491924838016,11.703580856323242,23.570786952972412,74.97338628768921,Eutric Regosols,-72.9166493,-99.08530382,337
paquete 285,INTA Sequia Fuerte,INTA Centro Sur,INTA Matagalpa,Jinotega ,Nueva Esperanza,16779,-86.00286484,13.09218576,Overall_performance-(A/B/C),B,C,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Worse,Yield-(A/B/C),B,C,nic_apante_2015,Ap15,2015,commonbean,NIC,NA,NA,NA,NA,NA,72,24,28,21,27.65688922044015,27.11887728459533,16.603659082431935,16.21990302126079,0,0,10.87363026007932,11.436986199179358,0.23283351636098604,11,3,2,1,0,0.9428314781188964,10.153568267822266,23.570786952972412,23.570786952972412,30.260399104811643,27.772704214845188,16.094017157777046,15.971402461768026,3,0,12.749753961346617,14.218798955613565,0.7546106776469131,11,1,2,1,0,0.8348737749560126,11.703580856323242,11.703580856323242,24.211339473724365,32.31871316672885,30.381249533756097,16.094804177545733,15.971104065647177,20,0,15.24572715404699,16.223908989183116,0.6097700951114834,13,1,1,0,0,0.27287784576416013,6.821946144104004,6.821946144104004,6.821946144104004,30.260399104811643,27.11887728459533,16.603659082431935,15.971402461768026,3,0,11.90042118612455,14.218798955613565,1.0948175826846398,16,3,4,2,0,0.8848541930869773,11.703580856323242,23.570786952972412,47.78212642669678,32.31871316672885,27.11887728459533,16.603659082431935,15.971104065647177,24,0,12.876407006004673,16.223908989183116,1.8035459166413375,16,3,6,2,0,0.815322901073255,11.703580856323242,23.570786952972412,61.96454048156738,Eutric Regosols,-72.91067908,-99.09505060000001,344
paquete 289,INTA Sequia Fuerte,ALS 0532-6,INTA Ferroso,Jinotega,Cuyali,16783,-86.00252151,13.08700252,Overall_performance-(A/B/C),B,A,Overall_performance_VS_Local-(Best/Worse),Better,Better,Worse,Yield-(A/B/C),C,A,nic_apante_2015,Ap15,2015,commonbean,NIC,NA,NA,NA,NA,NA,71,24,27,21,27.88684446102201,27.189224170085808,16.51317045878406,16.0066505035435,0,0,11.086130344850934,11.880193957478511,0.3606395755868501,15,3,2,1,0,0.9428314781188964,10.153568267822266,23.570786952972412,23.570786952972412,30.5020999627005,27.997624020887756,16.08664304364046,15.971402461768026,7,0,13.130536145993041,14.500783289817218,0.8385489966406542,11,1,3,1,0,1.0886830132583092,11.703580856323242,11.703580856323242,31.571807384490967,32.82735919433048,30.622950391644952,16.175386049981388,15.971104065647177,20,0,15.64914882506525,16.65197314434909,0.6295773812573812,14,1,1,0,0,0.3904387092590332,6.821946144104004,6.821946144104004,9.76096773147583,30.5020999627005,27.189224170085808,16.51317045878406,15.971402461768026,7,0,12.207199254009668,14.500783289817218,1.210102013254163,16,3,5,2,0,1.02115915439747,11.703580856323242,23.570786952972412,55.14259433746338,32.82735919433048,27.189224170085808,16.51317045878406,15.971104065647177,28,0,13.2100594165515,16.65197314434909,1.8913580572413378,16,3,6,2,0,0.8539942377492001,11.703580856323242,23.570786952972412,64.90356206893921,Eutric Regosols,-72.91551899,-99.08952402999999,348
paquete 29,INTA Matagalpa,INTA Precoz,INTA Centro Sur,El Cua,El Golfo Central,16790,-85.63980103,13.37759563,Overall_performance-(A/B/C),C,B,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Better,Yield-(A/B/C),NA,B,nic_apante_2015,Ap15,2015,commonbean,NIC,NA,NA,NA,NA,NA,73,24,28,21,27.287195076464027,26.94856023871691,16.555039164490946,15.915609847072018,0,0,10.9618169950154,11.371585229392009,0.301352483104938,22,1,0,0,0,0,0,0,0,29.003845580007447,27.376684073107043,16.44696381947038,15.953342036553531,0,0,11.920303645682235,12.622409548675822,0.3515905915654482,11,2,1,0,1,2.253649481411638,38.40510559082031,57.60765838623047,65.3558349609375,31.79934352853419,29.154908616188003,17.131335322640822,16.31093994778069,13,0,13.792324132786234,14.668008205893369,0.5914249983104802,10,2,0,0,0,0.3619412994384766,4.918574333190918,9.048532485961914,9.048532485961914,29.003845580007447,26.94856023871691,16.555039164490946,15.915609847072018,0,0,11.488126743752318,12.622409548675822,0.5761626388707953,34,2,1,0,1,1.2102932400173612,38.40510559082031,57.60765838623047,65.3558349609375,31.79934352853419,26.94856023871691,17.131335322640822,15.915609847072018,13,0,12.154484294802737,14.668008205893369,1.1897113132720172,34,2,1,0,1,0.9790048348276239,38.40510559082031,57.60765838623047,74.40436744689941,Haplic Nitisols,-72.2622054,-99.01739666,355
paquete 290,BRT 103-182,INTA Rojo,SJC 730-79,Jinotega ,Nueva Esperanza,16790,-86.00269318,13.09268735,Overall_performance-(A/B/C),C,A,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Worse,Yield-(A/B/C),NA,A,nic_apante_2015,Ap15,2015,commonbean,NIC,NA,NA,NA,NA,NA,70,23,27,20,28.274572920552043,27.3221335322641,16.50409175680721,15.971402461768026,0,0,11.50316452477023,12.303170458784017,0.5319240162283583,16,1,2,0,0,0.500310344696045,7.237651824951172,7.237651824951172,12.507758617401123,31.150358075345025,28.446031331592657,16.08664304364046,15.971104065647177,14,0,13.82037133739482,15.170563222678092,0.8751965129639827,10,1,2,1,0,0.8926205141790982,11.703580856323242,11.703580856323242,25.885994911193848,33.796680343155586,31.38702349869457,16.33400223797091,15.98483028720628,20,0,16.408091010816825,17.462678105184676,0.6340877728595274,10,1,0,0,0,0.11756086349487305,2.939021587371826,2.939021587371826,2.939021587371826,31.150358075345025,27.3221335322641,16.50409175680721,15.971104065647177,14,0,12.771882804923509,15.170563222678092,1.3635861421499864,16,1,4,1,0,0.7109954357147217,11.703580856323242,11.703580856323242,38.39375352859497,33.796680343155586,27.3221335322641,16.50409175680721,15.971104065647177,35,0,13.831582234923875,17.462678105184676,2.0346315736977663,16,1,4,1,0,0.5438523041574579,11.703580856323242,11.703580856323242,41.3327751159668,Eutric Regosols,-72.91000582999999,-99.09538053,355
paquete 292,INTA Ferroso,INTA Sequia Fuerte,PM2 Don Rey,Jinotega,Los Robles,16785,-86.01470947,13.09017936,Overall_performance-(A/B/C),C,A,Overall_performance_VS_Local-(Best/Worse),NA,NA,Better,Yield-(A/B/C),C,A,nic_apante_2015,Ap15,2015,commonbean,NIC,NA,NA,NA,NA,NA,72,25,27,21,26.83827676240213,25.431409921671033,16.56232375979114,16.48328981723239,0,0,9.529477806788492,10.354986945169742,0.46140977787500786,16,3,3,1,0,1.2323375511169434,10.153568267822266,23.570786952972412,30.808438777923584,30.237806788511776,27.024587840358077,16.60916449086163,16.35190600522194,3,0,12.158748117755914,13.885900783289834,1.066951508833404,11,1,2,1,0,0.839108812397924,11.703580856323242,11.703580856323242,24.334155559539795,33.23610966057435,30.446568444610175,16.54054830287207,16.316725102573663,20,0,15.329576650503508,16.695561357702278,0.7732747417080481,14,1,1,0,0,0.3904387092590332,6.821946144104004,6.821946144104004,9.76096773147583,30.237806788511776,25.431409921671033,16.60916449086163,16.35190600522194,3,0,10.967707422603478,13.885900783289834,1.5527785613984046,16,3,5,2,0,1.02115915439747,11.703580856323242,23.570786952972412,55.14259433746338,33.23610966057435,25.431409921671033,16.60916449086163,16.314140246176816,24,0,12.239206413415188,16.695561357702278,2.403787271656703,16,3,6,2,0,0.8539942377492001,11.703580856323242,23.570786952972412,64.90356206893921,Eutric Regosols,-72.92453011,-99.10488883,350
paquete 293,INTA Rojo,SJC 730-79,ALS 0532-6,Jinotega,Los Robles,16769,-86.00166321,13.08650091,Overall_performance-(A/B/C),C,B,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Better,Yield-(A/B/C),C,A,nic_apante_2015,Ap15,2015,commonbean,NIC,NA,NA,NA,NA,NA,73,24,29,22,27.41757926146967,27.11887728459533,16.632461767997075,16.39834763148083,0,0,10.70764996100505,10.898608728086515,0.12405576917303826,10,3,3,1,0,1.4631853103637695,10.153568267822266,23.570786952972412,36.57963275909424,28.89922044013432,27.347310704960865,16.50409175680721,15.971402461768026,0,0,11.833059803555852,12.827683700111912,0.6461395105060264,14,1,2,0,0,0.4313020212896939,7.237651824951172,7.237651824951172,12.507758617401123,31.150358075345025,29.12749347258483,16.08608355091387,15.971104065647177,14,0,14.220684073107034,15.170563222678092,0.6237951379641569,6,1,2,1,0,1.035439796447754,11.703580856323242,11.703580856323242,25.885994911193848,28.89922044013432,27.11887728459533,16.632461767997075,15.971402461768026,0,0,11.319039388287932,12.827683700111912,0.7384298421119634,16,3,5,1,0,0.9090257662313955,10.153568267822266,23.570786952972412,49.08739137649536,31.150358075345025,27.11887728459533,16.632461767997075,15.971104065647177,14,0,12.158716423869569,15.170563222678092,1.4878234652006586,16,3,7,2,0,0.986491924838016,11.703580856323242,23.570786952972412,74.97338628768921,Eutric Regosols,-72.9151623,-99.08816412,334
paquete 295,INTA Ferroso,INTA Sequia Fuerte,INTA Precoz,Jinotega,Los Robles,16770,-86.00183487,13.08382565,Overall_performance-(A/B/C),B,A,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Worse,Yield-(A/B/C),B,A,nic_apante_2015,Ap15,2015,commonbean,NIC,NA,NA,NA,NA,NA,73,24,28,22,27.6347221186125,27.171268183513636,16.524927265945564,16.311391271913468,0,0,10.900981146790546,11.315777694889992,0.25679616173752895,10,3,3,1,0,1.4631853103637695,10.153568267822266,23.570786952972412,36.57963275909424,29.464822827303227,27.659899291309255,16.329015292801234,15.752804923536052,0,0,12.435704201030541,13.656501305483008,0.7221166241063033,13,1,2,0,0,0.4313020212896939,7.237651824951172,7.237651824951172,12.507758617401123,31.607127937336763,29.74512868332703,15.805524058187252,15.745374860126848,18,0,14.982994032077555,15.861753077209915,0.5482297703871183,6,1,2,1,0,1.035439796447754,11.703580856323242,11.703580856323242,25.885994911193848,29.464822827303227,27.171268183513636,16.524927265945564,15.752804923536052,0,0,11.738228944423707,13.656501305483008,0.9440364070974671,16,3,5,1,0,0.9090257662313955,10.153568267822266,23.570786952972412,49.08739137649536,31.607127937336763,27.171268183513636,16.524927265945564,15.745374860126848,18,0,12.6811958434681,15.861753077209915,1.6947052522744233,16,3,7,2,0,0.986491924838016,11.703580856323242,23.570786952972412,74.97338628768921,Eutric Regosols,-72.91800922,-99.08566051999999,335
paquete 296,INTA Rojo,PM2 Don Rey,ALS 0532-6,Jinotega,Los Robles,16777,-86.00097656,13.08416006,Overall_performance-(A/B/C),A,C,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Worse,Yield-(A/B/C),A,C,nic_apante_2015,Ap15,2015,commonbean,NIC,NA,NA,NA,NA,NA,72,24,28,21,27.834505781424856,27.171268183513636,16.524927265945564,16.165788884744586,0,0,11.131372791699157,11.66871689668027,0.31000815345011645,10,3,2,1,0,0.9428314781188964,10.153568267822266,23.570786952972412,23.570786952972412,30.462678105184665,27.9452853412906,16.039903021260784,15.752804923536052,4,0,13.144794783593701,14.66974263334578,0.8037032795695167,11,1,2,1,0,0.8348737749560126,11.703580856323242,11.703580856323242,24.211339473724365,32.34733681462138,30.67829914211117,15.789619544945928,15.730268556508786,20,0,15.64765236851918,16.55771726967545,0.547300461085731,11,1,2,0,0,0.5672965621948243,7.360467910766602,7.360467910766602,14.182414054870605,30.462678105184665,27.171268183513636,16.524927265945564,15.752804923536052,4,0,12.23173420365533,14.66974263334578,1.1793911311668177,16,3,4,2,0,0.8848541930869773,11.703580856323242,23.570786952972412,47.78212642669678,32.34733681462138,27.171268183513636,16.524927265945564,15.730268556508786,25,0,13.230359546311789,16.55771726967545,1.8635245954155957,16,3,6,2,0,0.815322901073255,11.703580856323242,23.570786952972412,61.96454048156738,Eutric Regosols,-72.9168165,-99.08513662,342
paquete 297,SJC 730-79,BRT 103-182,INTA Centro Sur,Jinotega ,Primera generacion,16790,-86.00097656,13.09285455,Overall_performance-(A/B/C),C,A,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Worse,Yield-(A/B/C),A,B,nic_apante_2015,Ap15,2015,commonbean,NIC,NA,NA,NA,NA,NA,70,23,27,20,28.274572920552043,27.3221335322641,16.50409175680721,15.971402461768026,0,0,11.50316452477023,12.303170458784017,0.5319240162283583,16,1,2,0,0,0.500310344696045,7.237651824951172,7.237651824951172,12.507758617401123,31.150358075345025,28.446031331592657,16.08664304364046,15.971104065647177,14,0,13.82037133739482,15.170563222678092,0.8751965129639827,10,1,2,1,0,0.8926205141790982,11.703580856323242,11.703580856323242,25.885994911193848,33.796680343155586,31.38702349869457,16.33400223797091,15.98483028720628,20,0,16.408091010816825,17.462678105184676,0.6340877728595274,10,1,0,0,0,0.11756086349487305,2.939021587371826,2.939021587371826,2.939021587371826,31.150358075345025,27.3221335322641,16.50409175680721,15.971104065647177,14,0,12.771882804923509,15.170563222678092,1.3635861421499864,16,1,4,1,0,0.7109954357147217,11.703580856323242,11.703580856323242,38.39375352859497,33.796680343155586,27.3221335322641,16.50409175680721,15.971104065647177,35,0,13.831582234923875,17.462678105184676,2.0346315736977663,16,1,4,1,0,0.5438523041574579,11.703580856323242,11.703580856323242,41.3327751159668,Eutric Regosols,-72.90812201,-99.09383111,355
paquete 298,INTA Sequia Fuerte,INTA Ferroso,INTA Matagalpa,Jinotega,Los Robles,16769,-86.00063324,13.08449447,Overall_performance-(A/B/C),A,C,Overall_performance_VS_Local-(Best/Worse),Better,Worse,Worse,Yield-(A/B/C),A,B,nic_apante_2015,Ap15,2015,commonbean,NIC,NA,NA,NA,NA,NA,73,24,29,22,27.41757926146967,27.11887728459533,16.632461767997075,16.39834763148083,0,0,10.70764996100505,10.898608728086515,0.12405576917303826,10,3,3,1,0,1.4631853103637695,10.153568267822266,23.570786952972412,36.57963275909424,28.89922044013432,27.347310704960865,16.50409175680721,15.971402461768026,0,0,11.833059803555852,12.827683700111912,0.6461395105060264,14,1,2,0,0,0.4313020212896939,7.237651824951172,7.237651824951172,12.507758617401123,31.150358075345025,29.12749347258483,16.08608355091387,15.971104065647177,14,0,14.220684073107034,15.170563222678092,0.6237951379641569,6,1,2,1,0,1.035439796447754,11.703580856323242,11.703580856323242,25.885994911193848,28.89922044013432,27.11887728459533,16.632461767997075,15.971402461768026,0,0,11.319039388287932,12.827683700111912,0.7384298421119634,16,3,5,1,0,0.9090257662313955,10.153568267822266,23.570786952972412,49.08739137649536,31.150358075345025,27.11887728459533,16.632461767997075,15.971104065647177,14,0,12.158716423869569,15.170563222678092,1.4878234652006586,16,3,7,2,0,0.986491924838016,11.703580856323242,23.570786952972412,74.97338628768921,Eutric Regosols,-72.91613877,-99.08512771,334
paquete 306,SJC 730-79,PM2 Don Rey,ALS 0532-6,El Tuma/La Dalia ,Verapaz,16779,-85.7359314,13.13598809,Overall_performance-(A/B/C),C,B,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Better,Yield-(A/B/C),A,C,nic_apante_2015,Ap15,2015,commonbean,NIC,NA,NA,NA,NA,NA,75,25,29,22,26.589246549794893,26.35695635956735,16.14436777321898,15.675941812756461,0,0,10.464105828896956,10.913304737038432,0.20269381698855357,18,1,1,0,0,0.23334400177001954,5.833600044250488,5.833600044250488,5.833600044250488,29.556199179410683,26.649671764267094,15.750999627004852,15.390559492726638,0,0,12.350046969759738,13.805199552405831,0.8344899624208248,6,2,2,1,0,1.4717448497640675,16.5376033782959,16.5376033782959,42.68060064315796,31.378936963819502,29.66697873927643,15.92723983588213,15.492954121596453,14,0,14.75965292801192,15.814076837001124,0.7103130585346663,8,1,1,0,0,0.4217256641387939,7.41113805770874,7.41113805770874,10.543141603469849,29.556199179410683,26.35695635956735,16.14436777321898,15.390559492726638,0,0,11.492857590451313,13.805199552405831,1.1280500786389493,22,2,3,1,0,0.8984111238408972,16.5376033782959,16.5376033782959,48.51420068740845,31.378936963819502,26.35695635956735,16.14436777321898,15.390559492726638,14,0,12.446075355527409,15.814076837001124,1.798225260056979,22,2,5,1,0,0.8961012959480286,16.5376033782959,16.5376033782959,68.10369849205017,Humic Nitisols,-72.59994331,-98.87191949,344
paquete 308,INTA Precoz,INTA Sequia Fuerte,INTA Ferroso,El Tuma/La Dalia ,Yayule,16776,-85.73507309,13.13765978,Overall_performance-(A/B/C),A,B,Overall_performance_VS_Local-(Best/Worse),Better,Worse,Better,Yield-(A/B/C),A,B,nic_apante_2015,Ap15,2015,commonbean,NIC,NA,NA,NA,NA,NA,81,25,32,24,26.405285341290586,25.680731070496094,16.18549421857521,15.780883998508052,0,0,9.96254433555999,10.357034688549053,0.21881349771213948,15,1,2,0,0,0.4940799331665039,6.518398284912109,6.518398284912109,12.351998329162598,26.94643416635577,25.733603133159278,15.670104438642307,15.19055949272665,0,0,10.778535372373458,11.610966057441157,0.4085646191438676,6,2,2,1,0,1.4717448497640675,16.5376033782959,16.5376033782959,42.68060064315796,28.63287579261469,27.208276762402065,15.626687803058601,15.38582245430813,0,0,12.231781051846294,13.04126818351358,0.40199274545168945,8,1,2,0,0,0.7835799121856689,9.046356201171875,9.046356201171875,19.589497804641724,26.94643416635577,25.680731070496094,16.18549421857521,15.19055949272665,0,0,10.40373830660199,11.610966057441157,0.5266646931153167,22,2,4,1,0,1.0191222031911213,16.5376033782959,16.5376033782959,55.03259897232056,28.63287579261469,25.680731070496094,16.18549421857521,15.19055949272665,0,0,10.937172486616802,13.04126818351358,0.9637522015071636,22,2,6,1,0,0.9818696944337142,16.5376033782959,16.5376033782959,74.62209677696228,Humic Nitisols,-72.59741331000001,-98.87273287,341
